City,Latitude,Longitude,Crime_Type,Date,Time,Severity_Score,Weather_Condition,Patrol_Presence
Mauzamabad,26.5215,75.488,Vandalism,30-03-2023,22:57,10,Rainy,Yes
Vaishali Nagar,26.922,75.7411,Pickpocket,12-02-2023,18:40,8,Cloudy,Yes
Kot Khawada,26.7972,75.67,Assault,10-11-2023,8:35,1,Cloudy,Yes
Kishangarh-Renwal,26.7536,75.565,Fraud,22-12-2023,0:1,9,Clear,No
Phulera,26.8732,75.2433,Burglary,17-09-2023,13:5,9,Cloudy,Yes
Jamwa Ramgarh,26.964,75.876,Fraud,28-08-2023,7:50,8,Cloudy,No
Viratnagar,27.3189,76.1833,Pickpocket,18-11-2023,12:14,6,Stormy,No
Mauzamabad,26.5215,75.488,Murder,10-04-2023,18:24,4,Rainy,No
Kishangarh-Renwal,26.7536,75.565,Pickpocket,27-11-2023,7:57,5,Stormy,Yes
Gopalpura,26.8815,75.789,Theft,09-04-2023,22:5,1,Stormy,No
Jamwa Ramgarh,26.964,75.876,Assault,14-08-2023,5:55,8,Stormy,No
Sindhi Camp,26.9216,75.796,Murder,19-07-2023,22:52,10,Clear,Yes
Phagi,26.5873,75.6671,Theft,09-01-2023,9:34,8,Clear,No
Viratnagar,27.3189,76.1833,Murder,16-12-2023,9:30,10,Rainy,No
Kotputli,27.7025,76.1996,Fraud,11-11-2023,14:23,8,Foggy,No
Viratnagar,27.3189,76.1833,Murder,01-11-2023,8:54,8,Foggy,No
Vaishali Nagar,26.922,75.7411,Theft,18-12-2023,1:55,5,Rainy,No
Kishangarh-Renwal,26.7536,75.565,Pickpocket,16-12-2023,10:47,6,Cloudy,Yes
Gopalpura,26.8815,75.789,Murder,25-04-2023,21:3,4,Stormy,No
Mansarovar,26.8648,75.759,Assault,13-03-2023,17:7,10,Stormy,Yes
Ajmer Road,26.9117,75.7437,Fraud,24-03-2023,5:59,3,Cloudy,Yes
Phulera,26.8732,75.2433,Fraud,28-09-2023,4:37,1,Clear,Yes
Malviya Nagar,26.8526,75.818,Robbery,26-12-2023,14:33,7,Foggy,Yes
Ajmer Road,26.9117,75.7437,Assault,13-10-2023,7:57,2,Clear,No
Kishangarh-Renwal,26.7536,75.565,Robbery,06-10-2023,22:41,8,Rainy,No
Dudu,26.7043,75.585,Robbery,17-07-2023,3:34,9,Rainy,Yes
Malviya Nagar,26.8526,75.818,Murder,29-03-2023,13:54,2,Cloudy,Yes
Chomu,27.17,75.7221,Pickpocket,02-04-2023,19:21,3,Cloudy,Yes
Paota,27.3763,76.0405,Pickpocket,16-05-2023,22:12,6,Cloudy,Yes
Kotputli,27.7025,76.1996,Theft,23-10-2023,22:48,3,Foggy,No
Bapu Nagar,26.8926,75.812,Fraud,10-12-2023,14:20,10,Stormy,Yes
Viratnagar,27.3189,76.1833,Vandalism,03-09-2023,7:4,2,Clear,Yes
Chomu,27.17,75.7221,Pickpocket,03-02-2023,13:58,4,Clear,No
Sambhar,26.9131,75.1914,Murder,24-08-2023,0:10,5,Rainy,Yes
Viratnagar,27.3189,76.1833,Assault,15-07-2023,6:49,7,Cloudy,Yes
Vaishali Nagar,26.922,75.7411,Burglary,27-11-2023,4:22,9,Clear,No
Shahpura,27.3913,75.9595,Murder,25-06-2023,2:24,10,Clear,Yes
Jamwa Ramgarh,26.964,75.876,Murder,25-02-2023,14:18,3,Stormy,Yes
Malviya Nagar,26.8526,75.818,Robbery,24-05-2023,12:11,10,Cloudy,No
Malviya Nagar,26.8526,75.818,Burglary,19-08-2023,21:59,6,Foggy,Yes
Jagatpura,26.8626,75.847,Fraud,16-12-2023,5:7,1,Foggy,No
Sanganer,26.8191,75.8028,Vandalism,09-06-2023,2:15,6,Clear,No
Sanganer,26.8191,75.8028,Assault,08-11-2023,14:19,8,Foggy,Yes
Dudu,26.7043,75.585,Burglary,19-02-2023,6:41,10,Foggy,Yes
Mauzamabad,26.5215,75.488,Murder,08-09-2023,5:51,1,Stormy,No
Chaksu,26.6052,75.9481,Robbery,10-09-2023,18:57,7,Stormy,Yes
Gopalpura,26.8815,75.789,Theft,22-01-2023,18:33,1,Foggy,No
Bassi,26.8394,76.0411,Fraud,11-11-2023,19:57,4,Rainy,No
Mauzmabad,26.5215,75.488,Vandalism,29-10-2023,23:46,9,Foggy,No
Viratnagar,27.3189,76.1833,Murder,22-07-2023,5:1,4,Rainy,Yes
Vaishali Nagar,26.922,75.7411,Burglary,27-06-2023,9:7,9,Foggy,Yes
Gopalpura,26.8815,75.789,Vandalism,23-11-2023,14:30,6,Clear,No
Bassi,26.8394,76.0411,Vandalism,13-10-2023,8:36,3,Clear,No
Gopalpura,26.8815,75.789,Fraud,26-03-2023,15:52,3,Foggy,No
Viratnagar,27.3189,76.1833,Theft,22-03-2023,0:55,5,Stormy,Yes
Jaipur,26.9124,75.7873,Assault,21-11-2023,6:54,10,Stormy,No
Vaishali Nagar,26.922,75.7411,Theft,03-11-2023,22:23,7,Stormy,Yes
Dudu,26.7043,75.585,Burglary,08-04-2023,17:27,6,Stormy,Yes
Paota,27.3763,76.0405,Pickpocket,14-04-2023,23:20,3,Clear,Yes
Tonk Road,26.8537,75.805,Fraud,19-05-2023,20:9,6,Rainy,No
Mauzamabad,26.5215,75.488,Fraud,09-11-2023,14:37,1,Clear,Yes
Kotputli,27.7025,76.1996,Assault,14-11-2023,5:58,4,Stormy,Yes
Phagi,26.5873,75.6671,Pickpocket,05-08-2023,7:41,8,Cloudy,Yes
Phagi,26.5873,75.6671,Fraud,06-11-2023,3:39,1,Foggy,No
Tonk Road,26.8537,75.805,Robbery,28-01-2023,2:29,3,Rainy,Yes
Chomu,27.17,75.7221,Burglary,16-03-2023,12:35,7,Rainy,No
Kot Khawada,26.7972,75.67,Murder,14-08-2023,21:6,1,Stormy,No
Chaksu,26.6052,75.9481,Pickpocket,13-04-2023,11:47,5,Cloudy,No
Malviya Nagar,26.8526,75.818,Theft,01-08-2023,13:3,8,Cloudy,No
Vaishali Nagar,26.922,75.7411,Pickpocket,30-08-2023,7:43,7,Stormy,Yes
Chaksu,26.6052,75.9481,Murder,18-09-2023,11:23,6,Foggy,No
Kot Khawada,26.7972,75.67,Pickpocket,15-10-2023,10:34,8,Rainy,Yes
Paota,27.3763,76.0405,Assault,07-08-2023,6:14,9,Stormy,No
Chaksu,26.6052,75.9481,Pickpocket,19-01-2023,3:27,10,Cloudy,No
Malviya Nagar,26.8526,75.818,Murder,18-02-2023,10:10,5,Clear,No
Bassi,26.8394,76.0411,Murder,24-12-2023,3:16,10,Clear,No
Amber,26.9948,75.8513,Assault,17-08-2023,19:58,2,Stormy,Yes
Jaipur,26.9124,75.7873,Murder,12-11-2023,16:34,1,Foggy,Yes
Phulera,26.8732,75.2433,Fraud,11-03-2023,10:34,2,Rainy,No
Kishangarh-Renwal,26.7536,75.565,Theft,20-06-2023,12:11,6,Clear,Yes
Jagatpura,26.8626,75.847,Burglary,11-10-2023,16:4,10,Stormy,Yes
Phulera,26.8732,75.2433,Burglary,10-09-2023,19:6,7,Rainy,No
Dudu,26.7043,75.585,Theft,02-04-2023,3:24,3,Stormy,Yes
Sanganer,26.8191,75.8028,Murder,24-01-2023,8:56,7,Rainy,Yes
Malviya Nagar,26.8526,75.818,Burglary,22-05-2023,6:37,2,Foggy,Yes
Kotputli,27.7025,76.1996,Vandalism,27-11-2023,3:9,7,Rainy,Yes
Vaishali Nagar,26.922,75.7411,Pickpocket,20-05-2023,1:50,10,Rainy,No
Sindhi Camp,26.9216,75.796,Vandalism,10-04-2023,13:50,9,Foggy,Yes
Tonk Road,26.8537,75.805,Theft,11-12-2023,5:2,5,Stormy,Yes
Tonk Road,26.8537,75.805,Vandalism,14-02-2023,11:28,6,Clear,Yes
Jagatpura,26.8626,75.847,Murder,22-07-2023,16:23,9,Cloudy,No
Dudu,26.7043,75.585,Robbery,17-08-2023,4:54,1,Stormy,Yes
Phulera,26.8732,75.2433,Burglary,03-03-2023,12:40,6,Rainy,No
Bassi,26.8394,76.0411,Fraud,21-11-2023,16:16,10,Foggy,No
Malviya Nagar,26.8526,75.818,Burglary,16-07-2023,2:4,2,Cloudy,Yes
Malviya Nagar,26.8526,75.818,Assault,02-11-2023,9:24,3,Clear,No
Mauzamabad,26.5215,75.488,Vandalism,16-10-2023,9:22,10,Foggy,Yes
Jamwa Ramgarh,26.964,75.876,Murder,26-10-2023,9:42,10,Stormy,No
Viratnagar,27.3189,76.1833,Theft,10-10-2023,0:50,5,Rainy,Yes
Mauzmabad,26.5215,75.488,Theft,28-03-2023,19:25,9,Rainy,No
Raja Park,26.8996,75.8277,Robbery,07-10-2023,18:28,2,Clear,Yes
Ajmer Road,26.9117,75.7437,Assault,15-10-2023,13:38,9,Rainy,No
Phulera,26.8732,75.2433,Fraud,25-09-2023,21:9,5,Stormy,No
Mauzamabad,26.5215,75.488,Vandalism,08-07-2023,6:8,8,Clear,Yes
C-Scheme,26.9124,75.7873,Vandalism,12-05-2023,23:38,5,Cloudy,Yes
Phulera,26.8732,75.2433,Assault,10-12-2023,17:5,4,Stormy,No
Mauzmabad,26.5215,75.488,Pickpocket,30-09-2023,21:23,4,Foggy,No
Mauzmabad,26.5215,75.488,Theft,18-02-2023,11:37,5,Cloudy,Yes
Jamwa Ramgarh,26.964,75.876,Assault,31-07-2023,13:23,8,Cloudy,No
Sambhar,26.9131,75.1914,Pickpocket,01-09-2023,9:53,8,Rainy,Yes
Sindhi Camp,26.9216,75.796,Assault,02-11-2023,17:34,1,Foggy,Yes
Sambhar,26.9131,75.1914,Fraud,11-09-2023,18:9,3,Foggy,No
Kishangarh-Renwal,26.7536,75.565,Murder,07-03-2023,23:55,5,Stormy,Yes
Jagatpura,26.8626,75.847,Robbery,13-08-2023,14:35,5,Foggy,No
Ajmer Road,26.9117,75.7437,Pickpocket,25-05-2023,7:34,2,Rainy,Yes
Jamwa Ramgarh,26.964,75.876,Assault,28-06-2023,7:40,9,Rainy,No
Mansarovar,26.8648,75.759,Pickpocket,21-11-2023,17:11,6,Stormy,Yes
Viratnagar,27.3189,76.1833,Assault,07-11-2023,7:56,3,Stormy,No
Sindhi Camp,26.9216,75.796,Theft,15-09-2023,6:5,9,Clear,Yes
Raja Park,26.8996,75.8277,Burglary,18-04-2023,14:57,3,Foggy,Yes
Vaishali Nagar,26.922,75.7411,Robbery,15-01-2023,4:51,9,Rainy,Yes
Jaipur,26.9124,75.7873,Assault,15-03-2023,21:7,6,Stormy,Yes
Bassi,26.8394,76.0411,Vandalism,09-09-2023,11:30,1,Cloudy,Yes
Chaksu,26.6052,75.9481,Vandalism,09-11-2023,5:8,10,Stormy,Yes
Phulera,26.8732,75.2433,Burglary,10-05-2023,16:17,8,Clear,No
Malviya Nagar,26.8526,75.818,Burglary,06-11-2023,2:33,8,Stormy,Yes
Viratnagar,27.3189,76.1833,Vandalism,23-07-2023,13:6,10,Foggy,Yes
Sindhi Camp,26.9216,75.796,Assault,27-10-2023,4:31,4,Rainy,No
Sindhi Camp,26.9216,75.796,Murder,17-06-2023,9:14,1,Foggy,No
Jaipur,26.9124,75.7873,Pickpocket,26-11-2023,21:55,6,Clear,No
Sindhi Camp,26.9216,75.796,Theft,04-03-2023,10:51,4,Foggy,No
Chaksu,26.6052,75.9481,Theft,03-08-2023,15:12,6,Stormy,Yes
Phulera,26.8732,75.2433,Fraud,03-07-2023,11:22,9,Stormy,Yes
Mauzmabad,26.5215,75.488,Robbery,31-05-2023,2:6,8,Foggy,No
Sanganer,26.8191,75.8028,Assault,09-08-2023,19:46,9,Foggy,Yes
Viratnagar,27.3189,76.1833,Burglary,17-05-2023,16:28,1,Cloudy,Yes
Mauzamabad,26.5215,75.488,Pickpocket,14-01-2023,20:50,4,Clear,Yes
Shahpura,27.3913,75.9595,Robbery,08-12-2023,16:35,9,Foggy,No
Sambhar,26.9131,75.1914,Vandalism,23-06-2023,1:37,1,Foggy,No
Mauzamabad,26.5215,75.488,Assault,31-08-2023,7:21,5,Stormy,Yes
Gopalpura,26.8815,75.789,Burglary,19-08-2023,21:23,9,Foggy,No
Phulera,26.8732,75.2433,Theft,01-01-2023,21:25,1,Rainy,Yes
Phagi,26.5873,75.6671,Robbery,20-07-2023,13:41,5,Clear,No
Sindhi Camp,26.9216,75.796,Murder,12-05-2023,8:6,7,Stormy,Yes
Tonk Road,26.8537,75.805,Burglary,02-01-2023,12:19,7,Stormy,Yes
Raja Park,26.8996,75.8277,Pickpocket,18-12-2023,3:6,3,Rainy,No
Jamwa Ramgarh,26.964,75.876,Vandalism,28-12-2023,16:21,1,Rainy,No
Kot Khawada,26.7972,75.67,Theft,24-01-2023,7:35,8,Rainy,No
Paota,27.3763,76.0405,Vandalism,21-11-2023,16:57,1,Cloudy,Yes
Jamwa Ramgarh,26.964,75.876,Robbery,13-12-2023,1:52,3,Rainy,No
Mauzmabad,26.5215,75.488,Vandalism,29-12-2023,12:12,5,Clear,Yes
Jaipur,26.9124,75.7873,Theft,17-07-2023,17:36,4,Cloudy,No
Dudu,26.7043,75.585,Burglary,21-07-2023,16:21,8,Rainy,Yes
Vaishali Nagar,26.922,75.7411,Murder,15-04-2023,16:41,7,Rainy,Yes
Raja Park,26.8996,75.8277,Vandalism,10-06-2023,10:46,9,Clear,No
Sindhi Camp,26.9216,75.796,Burglary,11-05-2023,16:14,10,Foggy,Yes
Raja Park,26.8996,75.8277,Vandalism,08-07-2023,9:43,9,Rainy,Yes
Shahpura,27.3913,75.9595,Fraud,29-11-2023,2:24,9,Rainy,Yes
Kotputli,27.7025,76.1996,Robbery,04-08-2023,2:31,5,Clear,Yes
Shahpura,27.3913,75.9595,Robbery,01-12-2023,0:14,2,Foggy,No
Chaksu,26.6052,75.9481,Fraud,18-04-2023,5:59,4,Rainy,Yes
Ajmer Road,26.9117,75.7437,Burglary,03-12-2023,12:48,2,Rainy,No
Malviya Nagar,26.8526,75.818,Murder,12-07-2023,18:56,10,Clear,Yes
Phulera,26.8732,75.2433,Theft,19-11-2023,22:18,7,Rainy,No
Chaksu,26.6052,75.9481,Murder,31-08-2023,7:37,2,Rainy,Yes
Gopalpura,26.8815,75.789,Theft,29-08-2023,20:49,8,Rainy,Yes
Jagatpura,26.8626,75.847,Theft,12-07-2023,2:43,4,Clear,No
Dudu,26.7043,75.585,Theft,20-04-2023,11:45,2,Cloudy,No
Paota,27.3763,76.0405,Murder,25-04-2023,0:3,3,Foggy,Yes
Kotputli,27.7025,76.1996,Pickpocket,09-10-2023,16:57,8,Foggy,Yes
Tonk Road,26.8537,75.805,Pickpocket,06-09-2023,3:24,10,Cloudy,No
Raja Park,26.8996,75.8277,Vandalism,18-06-2023,5:23,6,Clear,Yes
Phulera,26.8732,75.2433,Robbery,12-03-2023,18:12,2,Stormy,No
Shahpura,27.3913,75.9595,Robbery,18-05-2023,7:47,2,Rainy,No
Ajmer Road,26.9117,75.7437,Pickpocket,06-06-2023,9:21,9,Stormy,No
Dudu,26.7043,75.585,Assault,28-03-2023,0:28,4,Rainy,Yes
Paota,27.3763,76.0405,Vandalism,08-08-2023,2:1,2,Stormy,No
Sanganer,26.8191,75.8028,Burglary,31-08-2023,2:56,10,Foggy,No
Viratnagar,27.3189,76.1833,Fraud,18-09-2023,3:22,3,Foggy,Yes
Amber,26.9948,75.8513,Theft,08-02-2023,12:20,6,Foggy,No
Dudu,26.7043,75.585,Assault,18-07-2023,22:40,5,Rainy,Yes
Jaipur,26.9124,75.7873,Theft,17-05-2023,0:5,5,Stormy,No
Amber,26.9948,75.8513,Theft,28-12-2023,9:45,9,Cloudy,No
Shahpura,27.3913,75.9595,Assault,26-08-2023,1:52,10,Stormy,No
Raja Park,26.8996,75.8277,Theft,18-04-2023,0:26,3,Foggy,No
Bassi,26.8394,76.0411,Fraud,24-08-2023,18:37,7,Rainy,No
Kishangarh-Renwal,26.7536,75.565,Robbery,15-05-2023,16:29,5,Stormy,No
Mauzamabad,26.5215,75.488,Pickpocket,09-07-2023,19:42,8,Foggy,Yes
Shahpura,27.3913,75.9595,Assault,12-06-2023,0:37,2,Clear,Yes
Bassi,26.8394,76.0411,Pickpocket,13-11-2023,14:57,8,Stormy,No
Bassi,26.8394,76.0411,Vandalism,14-09-2023,1:25,4,Stormy,Yes
Bapu Nagar,26.8926,75.812,Theft,09-10-2023,2:44,10,Clear,Yes
Chomu,27.17,75.7221,Burglary,22-01-2023,16:56,3,Stormy,No
C-Scheme,26.9124,75.7873,Burglary,13-07-2023,13:56,2,Stormy,Yes
Jaipur,26.9124,75.7873,Assault,11-02-2023,4:10,5,Stormy,Yes
Tonk Road,26.8537,75.805,Fraud,04-02-2023,5:28,5,Foggy,No
Tonk Road,26.8537,75.805,Burglary,20-05-2023,13:59,2,Rainy,Yes
Amber,26.9948,75.8513,Theft,23-01-2023,0:17,3,Stormy,No
Jaipur,26.9124,75.7873,Assault,13-04-2023,5:33,5,Rainy,Yes
Kotputli,27.7025,76.1996,Murder,07-12-2023,23:51,3,Clear,No
Kot Khawada,26.7972,75.67,Assault,06-09-2023,4:43,7,Stormy,Yes
Jamwa Ramgarh,26.964,75.876,Burglary,30-11-2023,4:47,8,Rainy,Yes
Amber,26.9948,75.8513,Burglary,08-02-2023,11:5,2,Cloudy,No
Bassi,26.8394,76.0411,Assault,17-02-2023,3:47,6,Clear,No
Amber,26.9948,75.8513,Pickpocket,18-08-2023,0:42,7,Clear,Yes
Phulera,26.8732,75.2433,Theft,08-03-2023,8:14,4,Cloudy,Yes
Tonk Road,26.8537,75.805,Fraud,26-07-2023,0:37,8,Cloudy,Yes
Chomu,27.17,75.7221,Burglary,29-10-2023,18:33,10,Stormy,Yes
Jamwa Ramgarh,26.964,75.876,Theft,09-01-2023,5:24,4,Foggy,Yes
Sambhar,26.9131,75.1914,Assault,09-02-2023,4:18,5,Cloudy,Yes
Amber,26.9948,75.8513,Burglary,08-03-2023,8:46,5,Clear,Yes
Mauzamabad,26.5215,75.488,Vandalism,10-10-2023,10:11,10,Cloudy,Yes
Ajmer Road,26.9117,75.7437,Theft,30-11-2023,15:51,6,Rainy,Yes
Paota,27.3763,76.0405,Robbery,19-11-2023,5:27,7,Foggy,Yes
Viratnagar,27.3189,76.1833,Fraud,29-06-2023,14:1,9,Foggy,Yes
Jaipur,26.9124,75.7873,Burglary,07-06-2023,14:18,3,Stormy,Yes
Vaishali Nagar,26.922,75.7411,Burglary,07-10-2023,1:32,6,Rainy,Yes
Gopalpura,26.8815,75.789,Fraud,05-09-2023,15:32,3,Cloudy,No
Sindhi Camp,26.9216,75.796,Robbery,14-09-2023,5:31,7,Clear,Yes
Amber,26.9948,75.8513,Burglary,27-08-2023,16:18,7,Stormy,No
Phagi,26.5873,75.6671,Robbery,24-11-2023,11:16,6,Stormy,No
Kotputli,27.7025,76.1996,Vandalism,30-10-2023,1:50,3,Stormy,No
Jaipur,26.9124,75.7873,Burglary,19-10-2023,15:25,3,Rainy,Yes
Ajmer Road,26.9117,75.7437,Assault,13-11-2023,8:19,2,Rainy,No
Bassi,26.8394,76.0411,Assault,01-08-2023,4:26,3,Cloudy,No
Sindhi Camp,26.9216,75.796,Theft,17-06-2023,14:9,6,Foggy,No
Raja Park,26.8996,75.8277,Burglary,09-02-2023,21:28,4,Stormy,No
Dudu,26.7043,75.585,Murder,21-03-2023,21:4,7,Foggy,Yes
Jamwa Ramgarh,26.964,75.876,Pickpocket,22-10-2023,12:4,5,Stormy,No
Chaksu,26.6052,75.9481,Murder,16-03-2023,1:22,4,Stormy,Yes
C-Scheme,26.9124,75.7873,Vandalism,14-05-2023,21:16,8,Stormy,Yes
Phulera,26.8732,75.2433,Pickpocket,20-12-2023,19:35,6,Clear,No
Malviya Nagar,26.8526,75.818,Murder,22-04-2023,23:9,8,Rainy,Yes
Paota,27.3763,76.0405,Vandalism,20-07-2023,13:49,7,Foggy,No
Kishangarh-Renwal,26.7536,75.565,Robbery,23-05-2023,22:10,3,Stormy,Yes
Dudu,26.7043,75.585,Theft,24-08-2023,20:41,10,Stormy,Yes
Paota,27.3763,76.0405,Theft,02-05-2023,16:36,8,Clear,No
Jagatpura,26.8626,75.847,Fraud,10-07-2023,14:46,8,Foggy,Yes
Sindhi Camp,26.9216,75.796,Pickpocket,28-09-2023,14:46,4,Clear,Yes
Jamwa Ramgarh,26.964,75.876,Pickpocket,02-08-2023,6:53,3,Foggy,No
Dudu,26.7043,75.585,Assault,18-01-2023,8:12,9,Rainy,Yes
Phagi,26.5873,75.6671,Burglary,30-04-2023,2:53,1,Stormy,Yes
Phagi,26.5873,75.6671,Pickpocket,27-05-2023,0:50,2,Stormy,No
Jaipur,26.9124,75.7873,Theft,09-02-2023,15:53,6,Stormy,Yes
Kot Khawada,26.7972,75.67,Burglary,18-09-2023,8:57,1,Cloudy,No
C-Scheme,26.9124,75.7873,Robbery,14-08-2023,22:22,4,Rainy,No
Kot Khawada,26.7972,75.67,Pickpocket,03-02-2023,21:44,9,Clear,No
Viratnagar,27.3189,76.1833,Burglary,09-05-2023,19:27,1,Clear,No
Malviya Nagar,26.8526,75.818,Robbery,28-11-2023,12:57,2,Rainy,Yes
Sindhi Camp,26.9216,75.796,Murder,21-10-2023,13:55,3,Foggy,No
Jagatpura,26.8626,75.847,Vandalism,02-07-2023,11:42,6,Foggy,No
Mauzamabad,26.5215,75.488,Robbery,10-04-2023,1:25,7,Stormy,No
Jamwa Ramgarh,26.964,75.876,Theft,02-05-2023,10:6,1,Stormy,Yes
Raja Park,26.8996,75.8277,Fraud,17-09-2023,20:17,9,Stormy,No
Shahpura,27.3913,75.9595,Theft,05-06-2023,18:35,6,Clear,No
Amber,26.9948,75.8513,Assault,03-12-2023,22:27,8,Clear,No
Malviya Nagar,26.8526,75.818,Murder,22-08-2023,5:30,7,Stormy,Yes
Viratnagar,27.3189,76.1833,Murder,19-02-2023,5:21,3,Cloudy,Yes
Chomu,27.17,75.7221,Fraud,30-04-2023,19:33,6,Clear,Yes
Bassi,26.8394,76.0411,Murder,09-03-2023,7:17,9,Foggy,Yes
Kot Khawada,26.7972,75.67,Theft,09-05-2023,9:46,1,Clear,No
Jaipur,26.9124,75.7873,Pickpocket,01-03-2023,19:18,10,Foggy,No
Tonk Road,26.8537,75.805,Murder,18-05-2023,6:19,2,Foggy,No
Sindhi Camp,26.9216,75.796,Robbery,01-06-2023,12:12,6,Stormy,Yes
Gopalpura,26.8815,75.789,Assault,28-09-2023,12:38,6,Foggy,No
Mauzamabad,26.5215,75.488,Fraud,24-12-2023,13:33,4,Clear,Yes
Bapu Nagar,26.8926,75.812,Assault,31-10-2023,2:34,2,Rainy,No
Chaksu,26.6052,75.9481,Robbery,08-04-2023,11:9,2,Foggy,No
Shahpura,27.3913,75.9595,Pickpocket,02-08-2023,22:40,5,Rainy,Yes
Kishangarh-Renwal,26.7536,75.565,Fraud,20-03-2023,9:53,1,Stormy,No
Amber,26.9948,75.8513,Robbery,16-10-2023,10:28,10,Clear,Yes
Mansarovar,26.8648,75.759,Burglary,14-08-2023,16:35,8,Rainy,Yes
Chomu,27.17,75.7221,Robbery,14-07-2023,15:52,3,Clear,Yes
Jagatpura,26.8626,75.847,Burglary,11-10-2023,2:18,3,Foggy,No
Sambhar,26.9131,75.1914,Vandalism,01-02-2023,7:19,2,Stormy,No
Jagatpura,26.8626,75.847,Fraud,21-02-2023,9:27,2,Rainy,No
Raja Park,26.8996,75.8277,Vandalism,29-08-2023,2:29,1,Rainy,Yes
Bassi,26.8394,76.0411,Murder,13-05-2023,4:20,9,Foggy,Yes
Phagi,26.5873,75.6671,Vandalism,06-08-2023,18:7,6,Foggy,No
Kishangarh-Renwal,26.7536,75.565,Murder,23-05-2023,10:17,4,Rainy,No
Bassi,26.8394,76.0411,Murder,20-08-2023,10:36,5,Rainy,Yes
Jagatpura,26.8626,75.847,Vandalism,04-06-2023,21:32,3,Stormy,No
Jagatpura,26.8626,75.847,Pickpocket,10-11-2023,21:40,5,Cloudy,Yes
Jaipur,26.9124,75.7873,Theft,17-07-2023,11:41,2,Rainy,Yes
Bapu Nagar,26.8926,75.812,Theft,18-08-2023,18:6,7,Cloudy,Yes
Chaksu,26.6052,75.9481,Assault,20-08-2023,12:41,2,Clear,No
Kot Khawada,26.7972,75.67,Vandalism,12-10-2023,11:0,10,Foggy,No
Vaishali Nagar,26.922,75.7411,Burglary,29-10-2023,22:34,1,Clear,Yes
Vaishali Nagar,26.922,75.7411,Robbery,07-01-2023,2:3,5,Cloudy,No
Chaksu,26.6052,75.9481,Pickpocket,23-02-2023,10:40,10,Stormy,No
Phagi,26.5873,75.6671,Assault,24-02-2023,3:32,6,Foggy,Yes
Sindhi Camp,26.9216,75.796,Fraud,11-12-2023,8:47,1,Rainy,No
Mauzmabad,26.5215,75.488,Vandalism,09-09-2023,13:42,3,Cloudy,No
Kot Khawada,26.7972,75.67,Fraud,21-03-2023,1:28,7,Cloudy,Yes
Tonk Road,26.8537,75.805,Robbery,08-05-2023,10:34,9,Clear,Yes
Chomu,27.17,75.7221,Fraud,15-03-2023,7:7,6,Cloudy,Yes
Bassi,26.8394,76.0411,Pickpocket,12-06-2023,5:45,2,Rainy,Yes
Viratnagar,27.3189,76.1833,Robbery,01-06-2023,2:28,2,Stormy,No
Mauzmabad,26.5215,75.488,Vandalism,11-07-2023,1:1,1,Clear,Yes
Dudu,26.7043,75.585,Theft,28-01-2023,2:12,5,Cloudy,No
Jagatpura,26.8626,75.847,Fraud,27-11-2023,11:53,7,Foggy,No
Viratnagar,27.3189,76.1833,Fraud,21-01-2023,23:20,9,Clear,Yes
Tonk Road,26.8537,75.805,Burglary,13-05-2023,23:25,4,Stormy,Yes
Kishangarh-Renwal,26.7536,75.565,Murder,07-05-2023,7:23,5,Stormy,Yes
Ajmer Road,26.9117,75.7437,Pickpocket,31-01-2023,18:56,3,Stormy,No
Tonk Road,26.8537,75.805,Theft,19-08-2023,6:59,9,Stormy,No
Malviya Nagar,26.8526,75.818,Burglary,17-06-2023,8:19,10,Stormy,No
Dudu,26.7043,75.585,Theft,14-04-2023,11:39,3,Stormy,Yes
Jagatpura,26.8626,75.847,Theft,02-06-2023,9:19,10,Clear,Yes
Kotputli,27.7025,76.1996,Burglary,29-01-2023,19:32,7,Foggy,No
Mansarovar,26.8648,75.759,Burglary,02-09-2023,18:50,6,Stormy,No
Malviya Nagar,26.8526,75.818,Vandalism,09-10-2023,5:45,7,Stormy,No
Phagi,26.5873,75.6671,Assault,21-05-2023,4:25,1,Foggy,Yes
Raja Park,26.8996,75.8277,Pickpocket,08-09-2023,10:18,6,Clear,Yes
Sambhar,26.9131,75.1914,Pickpocket,29-09-2023,7:6,9,Clear,No
Viratnagar,27.3189,76.1833,Burglary,11-05-2023,13:18,10,Clear,Yes
Raja Park,26.8996,75.8277,Burglary,22-06-2023,2:44,3,Cloudy,No
Paota,27.3763,76.0405,Vandalism,06-06-2023,13:42,6,Cloudy,Yes
Amber,26.9948,75.8513,Vandalism,09-05-2023,9:12,7,Stormy,No
Malviya Nagar,26.8526,75.818,Burglary,21-07-2023,20:43,4,Foggy,Yes
Sanganer,26.8191,75.8028,Burglary,05-01-2023,20:52,5,Clear,No
Shahpura,27.3913,75.9595,Murder,18-10-2023,4:6,10,Cloudy,No
Vaishali Nagar,26.922,75.7411,Assault,05-04-2023,0:40,5,Rainy,Yes
Mansarovar,26.8648,75.759,Assault,16-10-2023,20:48,10,Rainy,No
Dudu,26.7043,75.585,Fraud,01-01-2024,10:31,1,Stormy,Yes
Kishangarh-Renwal,26.7536,75.565,Fraud,01-11-2023,11:32,7,Rainy,No
Gopalpura,26.8815,75.789,Pickpocket,03-12-2023,16:27,9,Clear,No
C-Scheme,26.9124,75.7873,Vandalism,14-06-2023,17:54,9,Stormy,Yes
